Recency,Frequency,MonetaryValue,Cluster,Segment
207,1,1028.56,3,At Risk/Lost
156,3,351.67,3,At Risk/Lost
53,1,173.97,0,Potential Loyalists
65,2,574.07,0,Potential Loyalists
80,1,2020.52,0,Potential Loyalists
129,1,406.09,3,At Risk/Lost
86,1,364.5,0,Potential Loyalists
0,3,563.94,0,Potential Loyalists
45,1,393.54,0,Potential Loyalists
332,1,252.42,3,At Risk/Lost
365,1,201.6,3,At Risk/Lost
71,1,158.04,0,Potential Loyalists
157,2,473.81,3,At Risk/Lost
372,1,115.65,3,At Risk/Lost
11,7,1960.11,0,Potential Loyalists
254,2,777.02,3,At Risk/Lost
28,2,277.05,0,Potential Loyalists
30,10,2766.5,0,Potential Loyalists
4,22,8166.24,2,Champions
39,1,427.93,0,Potential Loyalists
361,1,215.4,3,At Risk/Lost
372,1,326.0,3,At Risk/Lost
95,2,913.19,0,Potential Loyalists
25,7,2314.32,0,Potential Loyalists
74,2,602.51,0,Potential Loyalists
56,4,1877.59,0,Potential Loyalists
20,1,167.70000000000002,0,Potential Loyalists
40,7,2386.05,0,Potential Loyalists
136,1,1296.52,3,At Risk/Lost
7,12,2415.91,0,Potential Loyalists
128,1,76.2,3,At Risk/Lost
39,3,1233.36,0,Potential Loyalists
168,7,3703.29,0,Potential Loyalists
8,5,1690.2600000000002,0,Potential Loyalists
213,2,596.85,3,At Risk/Lost
14,6,5913.95,0,Potential Loyalists
169,2,642.41,3,At Risk/Lost
39,1,316.88,0,Potential Loyalists
185,1,394.14,3,At Risk/Lost
269,1,140.54,3,At Risk/Lost
4,4,1535.53,0,Potential Loyalists
15,2,231.86,0,Potential Loyalists
9,4,2183.54,0,Potential Loyalists
325,1,107.45,3,At Risk/Lost
112,1,288.18,3,At Risk/Lost
289,1,94.0,3,At Risk/Lost
15,2,1345.53,0,Potential Loyalists
0,3,815.77,0,Potential Loyalists
91,5,716.2,0,Potential Loyalists
148,2,536.05,3,At Risk/Lost
188,1,349.1,3,At Risk/Lost
30,2,510.71,0,Potential Loyalists
33,4,1056.44,0,Potential Loyalists
263,1,267.18,3,At Risk/Lost
83,8,3450.84,0,Potential Loyalists
25,4,1358.88,0,Potential Loyalists
170,1,190.53,3,At Risk/Lost
9,3,774.9000000000001,0,Potential Loyalists
312,1,572.8100000000001,3,At Risk/Lost
64,4,3984.32,0,Potential Loyalists
84,1,508.8,0,Potential Loyalists
24,1,135.86,0,Potential Loyalists
58,4,950.36,0,Potential Loyalists
322,2,97.7,3,At Risk/Lost
37,1,43.5,0,Potential Loyalists
253,2,322.86,3,At Risk/Lost
18,5,1447.39,0,Potential Loyalists
32,3,1483.14,0,Potential Loyalists
14,1,93.78,0,Potential Loyalists
26,2,397.35,0,Potential Loyalists
22,1,171.19,0,Potential Loyalists
213,2,533.3,3,At Risk/Lost
7,5,1041.48,0,Potential Loyalists
21,1,149.29,0,Potential Loyalists
11,3,1122.53,0,Potential Loyalists
261,1,200.16,3,At Risk/Lost
130,1,156.57999999999998,3,At Risk/Lost
54,3,383.68,0,Potential Loyalists
248,1,594.0,3,At Risk/Lost
1,7,3236.91,0,Potential Loyalists
8,2,1418.26,0,Potential Loyalists
263,1,113.5,3,At Risk/Lost
330,1,155.17,3,At Risk/Lost
312,1,494.64,3,At Risk/Lost
25,3,974.52,0,Potential Loyalists
29,1,429.84,0,Potential Loyalists
29,3,538.73,0,Potential Loyalists
1,7,1388.37,0,Potential Loyalists
361,1,179.1,3,At Risk/Lost
282,3,416.98,3,At Risk/Lost
261,1,237.07,3,At Risk/Lost
24,1,161.64,0,Potential Loyalists
353,1,216.76,3,At Risk/Lost
93,3,234.6,0,Potential Loyalists
28,1,126.14,0,Potential Loyalists
337,1,1048.85,3,At Risk/Lost
19,18,7048.62,2,Champions
84,1,334.53,0,Potential Loyalists
8,3,524.88,0,Potential Loyalists
50,2,467.51,0,Potential Loyalists
49,2,538.55,0,Potential Loyalists
1,1,469.48,0,Potential Loyalists
112,1,371.56,3,At Risk/Lost
13,6,1465.2,0,Potential Loyalists
76,1,454.11,0,Potential Loyalists
39,2,1441.42,0,Potential Loyalists
115,1,905.5,0,Potential Loyalists
15,12,9590.56,2,Champions
160,4,233.81,3,At Risk/Lost
0,4,3478.15,0,Potential Loyalists
29,3,2575.0,0,Potential Loyalists
92,1,91.32,0,Potential Loyalists
22,3,1134.28,0,Potential Loyalists
94,6,3100.09,0,Potential Loyalists
27,2,659.4599999999999,0,Potential Loyalists
32,5,2001.8,0,Potential Loyalists
20,2,1299.23,0,Potential Loyalists
17,2,936.6,0,Potential Loyalists
2,27,13316.4,2,Champions
7,4,1131.56,0,Potential Loyalists
15,11,6352.98,2,Champions
362,1,147.09,3,At Risk/Lost
80,1,52.83,0,Potential Loyalists
52,5,3610.96,0,Potential Loyalists
22,3,979.26,0,Potential Loyalists
171,1,492.36,3,At Risk/Lost
188,6,1000.27,3,At Risk/Lost
330,1,250.0,3,At Risk/Lost
11,5,909.23,0,Potential Loyalists
155,2,121.0,3,At Risk/Lost
32,18,14215.18,2,Champions
11,11,3391.62,0,Potential Loyalists
44,3,62.43,0,Potential Loyalists
232,1,267.03,3,At Risk/Lost
63,8,1942.45,0,Potential Loyalists
1,1,320.7,0,Potential Loyalists
39,8,3000.2,0,Potential Loyalists
32,2,398.84,0,Potential Loyalists
83,1,412.0100000000001,0,Potential Loyalists
24,1,440.0,0,Potential Loyalists
1,3,825.92,0,Potential Loyalists
32,2,148.44,0,Potential Loyalists
18,8,2429.78,0,Potential Loyalists
253,1,229.33,3,At Risk/Lost
22,11,3995.23,0,Potential Loyalists
21,4,1502.35,0,Potential Loyalists
7,2,2007.44,0,Potential Loyalists
24,4,1580.93,0,Potential Loyalists
18,3,807.57,0,Potential Loyalists
172,4,536.4,3,At Risk/Lost
162,1,110.92,3,At Risk/Lost
6,1,538.46,0,Potential Loyalists
10,1,213.3,0,Potential Loyalists
113,1,85.13000000000001,3,At Risk/Lost
287,1,127.86,3,At Risk/Lost
8,9,3546.71,0,Potential Loyalists
53,2,292.72,0,Potential Loyalists
6,14,4753.24,2,Champions
76,3,1693.26,0,Potential Loyalists
3,4,575.63,0,Potential Loyalists
36,1,436.06,0,Potential Loyalists
216,1,90.12,3,At Risk/Lost
59,1,437.23,0,Potential Loyalists
277,1,217.2,3,At Risk/Lost
11,16,4805.17,2,Champions
23,1,279.77,0,Potential Loyalists
28,1,473.65,0,Potential Loyalists
11,4,800.59,0,Potential Loyalists
351,1,134.55,3,At Risk/Lost
21,4,1386.04,0,Potential Loyalists
49,2,173.16,0,Potential Loyalists
18,1,186.01,0,Potential Loyalists
2,3,758.29,0,Potential Loyalists
103,5,1375.71,0,Potential Loyalists
6,12,4165.52,2,Champions
11,4,650.4300000000001,0,Potential Loyalists
4,7,2552.86,0,Potential Loyalists
31,2,607.45,0,Potential Loyalists
177,4,702.25,3,At Risk/Lost
37,1,940.67,0,Potential Loyalists
150,3,258.88,3,At Risk/Lost
161,1,127.1,3,At Risk/Lost
68,2,348.6,0,Potential Loyalists
121,12,1179.97,0,Potential Loyalists
24,3,682.9100000000001,0,Potential Loyalists
23,4,725.11,0,Potential Loyalists
176,1,455.3,3,At Risk/Lost
49,4,913.68,0,Potential Loyalists
255,3,478.53,3,At Risk/Lost
46,1,388.58,0,Potential Loyalists
70,1,199.8,0,Potential Loyalists
15,5,1771.78,0,Potential Loyalists
100,5,1406.59,0,Potential Loyalists
34,1,324.57,0,Potential Loyalists
52,1,240.68,0,Potential Loyalists
26,2,761.74,0,Potential Loyalists
10,14,6776.56,2,Champions
7,9,1297.87,0,Potential Loyalists
78,1,48.48,0,Potential Loyalists
51,1,216.39,0,Potential Loyalists
35,5,1198.23,0,Potential Loyalists
60,9,2920.16,0,Potential Loyalists
336,1,104.76,3,At Risk/Lost
27,4,1093.68,0,Potential Loyalists
183,1,298.48,3,At Risk/Lost
51,1,112.46,0,Potential Loyalists
9,13,1376.65,0,Potential Loyalists
35,2,195.15,0,Potential Loyalists
9,23,10399.74,2,Champions
32,4,776.851,0,Potential Loyalists
10,1,336.40000000000003,0,Potential Loyalists
56,3,1553.18,0,Potential Loyalists
3,4,1293.03,0,Potential Loyalists
42,9,3709.56,0,Potential Loyalists
140,1,301.03,3,At Risk/Lost
116,4,588.13,0,Potential Loyalists
103,4,1534.26,0,Potential Loyalists
74,2,675.8,0,Potential Loyalists
4,9,2870.24,0,Potential Loyalists
44,2,1186.35,0,Potential Loyalists
15,8,3285.31,0,Potential Loyalists
16,1,243.55,0,Potential Loyalists
89,2,724.76,0,Potential Loyalists
52,1,223.36,0,Potential Loyalists
133,1,425.32,3,At Risk/Lost
3,15,12051.66,2,Champions
104,4,1887.2,0,Potential Loyalists
191,3,664.0,3,At Risk/Lost
165,4,813.0,3,At Risk/Lost
18,1,612.01,0,Potential Loyalists
157,3,447.64,3,At Risk/Lost
203,2,657.35,3,At Risk/Lost
335,1,306.0,3,At Risk/Lost
36,3,646.3,0,Potential Loyalists
90,1,337.74,0,Potential Loyalists
115,1,48.0,3,At Risk/Lost
8,2,922.53,0,Potential Loyalists
242,1,560.67,3,At Risk/Lost
44,4,748.5,0,Potential Loyalists
22,1,30.0,0,Potential Loyalists
189,5,1024.1,3,At Risk/Lost
43,1,306.45,0,Potential Loyalists
24,9,1600.86,0,Potential Loyalists
316,2,135.8,3,At Risk/Lost
105,1,138.14,0,Potential Loyalists
50,1,386.43,0,Potential Loyalists
167,2,2242.01,3,At Risk/Lost
39,1,301.32,0,Potential Loyalists
217,1,76.32000000000001,3,At Risk/Lost
39,4,684.34,0,Potential Loyalists
296,1,173.05,3,At Risk/Lost
18,7,2309.37,0,Potential Loyalists
87,4,2881.02,0,Potential Loyalists
72,5,2446.6,0,Potential Loyalists
80,3,315.05,0,Potential Loyalists
18,3,3435.76,0,Potential Loyalists
48,1,657.23,0,Potential Loyalists
52,1,352.7,0,Potential Loyalists
23,4,781.28,0,Potential Loyalists
8,3,1333.68,0,Potential Loyalists
24,5,1426.16,0,Potential Loyalists
116,1,193.75,3,At Risk/Lost
8,9,2993.1,0,Potential Loyalists
119,2,254.1,0,Potential Loyalists
3,2,239.76,0,Potential Loyalists
251,1,136.8,3,At Risk/Lost
27,1,191.04,0,Potential Loyalists
7,13,5934.36,2,Champions
266,2,409.98,3,At Risk/Lost
32,8,2736.46,0,Potential Loyalists
17,1,309.65,0,Potential Loyalists
171,2,696.68,3,At Risk/Lost
1,4,1542.14,0,Potential Loyalists
264,1,211.5,3,At Risk/Lost
139,4,2293.62,0,Potential Loyalists
200,1,143.1,3,At Risk/Lost
63,4,1060.56,0,Potential Loyalists
34,4,945.58,0,Potential Loyalists
40,7,3364.24,0,Potential Loyalists
283,1,133.25,3,At Risk/Lost
8,5,1072.36,0,Potential Loyalists
142,2,356.7,3,At Risk/Lost
11,2,330.88,0,Potential Loyalists
145,4,1118.81,0,Potential Loyalists
233,1,150.3,3,At Risk/Lost
32,13,5045.61,2,Champions
23,1,598.73,0,Potential Loyalists
11,1,507.08,0,Potential Loyalists
35,5,1991.56,0,Potential Loyalists
364,1,203.1,3,At Risk/Lost
200,2,218.25,3,At Risk/Lost
14,1,415.25,0,Potential Loyalists
16,7,5178.96,0,Potential Loyalists
212,1,85.0,3,At Risk/Lost
65,3,1120.88,0,Potential Loyalists
211,2,294.12,3,At Risk/Lost
282,1,162.3,3,At Risk/Lost
114,2,1339.45,0,Potential Loyalists
14,8,1205.12,0,Potential Loyalists
18,16,4812.42,2,Champions
65,1,343.52,0,Potential Loyalists
48,1,154.88,0,Potential Loyalists
15,4,784.46,0,Potential Loyalists
77,1,34.8,0,Potential Loyalists
18,4,1094.59,0,Potential Loyalists
133,1,196.88,3,At Risk/Lost
12,3,974.04,0,Potential Loyalists
39,1,149.31,0,Potential Loyalists
2,8,2465.48,0,Potential Loyalists
39,7,2637.38,0,Potential Loyalists
50,3,458.57,0,Potential Loyalists
9,6,2364.25,0,Potential Loyalists
60,4,532.96,0,Potential Loyalists
65,2,714.42,0,Potential Loyalists
24,1,205.25,0,Potential Loyalists
217,3,253.04,3,At Risk/Lost
64,2,583.75,0,Potential Loyalists
31,2,1086.92,0,Potential Loyalists
87,6,3279.97,0,Potential Loyalists
63,1,315.06,0,Potential Loyalists
115,3,621.8299999999999,0,Potential Loyalists
6,16,6084.52,2,Champions
5,1,147.52,0,Potential Loyalists
68,1,270.8,0,Potential Loyalists
244,1,104.9,3,At Risk/Lost
132,1,241.62,3,At Risk/Lost
240,3,761.51,3,At Risk/Lost
183,3,475.28,3,At Risk/Lost
24,3,345.46,0,Potential Loyalists
9,3,2315.2200000000003,0,Potential Loyalists
10,1,246.3,0,Potential Loyalists
32,5,2328.9700000000003,0,Potential Loyalists
45,3,4932.2,0,Potential Loyalists
25,3,948.05,0,Potential Loyalists
357,1,351.3,3,At Risk/Lost
9,1,220.85,0,Potential Loyalists
43,2,1612.69,0,Potential Loyalists
14,3,750.81,0,Potential Loyalists
149,1,610.01,3,At Risk/Lost
0,8,2711.56,0,Potential Loyalists
304,2,1243.8,3,At Risk/Lost
75,3,884.14,0,Potential Loyalists
106,2,699.08,0,Potential Loyalists
45,3,1063.95,0,Potential Loyalists
142,1,451.42,3,At Risk/Lost
50,1,415.8200000000001,0,Potential Loyalists
0,13,4206.39,2,Champions
22,17,5528.4800000000005,2,Champions
45,3,784.58,0,Potential Loyalists
49,3,903.9,0,Potential Loyalists
305,4,3734.97,3,At Risk/Lost
35,5,515.77,0,Potential Loyalists
78,4,1391.98,0,Potential Loyalists
21,6,2218.62,0,Potential Loyalists
106,5,1629.7800000000002,0,Potential Loyalists
207,2,1303.91,3,At Risk/Lost
16,4,1788.73,0,Potential Loyalists
63,4,1586.52,0,Potential Loyalists
48,4,1905.45,0,Potential Loyalists
319,1,206.98,3,At Risk/Lost
43,2,570.96,0,Potential Loyalists
2,2,885.47,0,Potential Loyalists
371,1,15.0,3,At Risk/Lost
171,1,532.94,3,At Risk/Lost
55,3,1654.31,0,Potential Loyalists
72,14,1836.09,0,Potential Loyalists
98,2,636.14,0,Potential Loyalists
37,1,576.0,0,Potential Loyalists
57,3,767.2,0,Potential Loyalists
253,1,836.79,3,At Risk/Lost
69,4,2233.75,0,Potential Loyalists
43,4,954.09,0,Potential Loyalists
49,1,137.37,0,Potential Loyalists
64,1,391.98,0,Potential Loyalists
10,19,16794.88,2,Champions
32,3,1048.49,0,Potential Loyalists
58,2,355.56,0,Potential Loyalists
72,4,1224.06,0,Potential Loyalists
303,1,118.95000000000002,3,At Risk/Lost
45,1,130.73999999999998,0,Potential Loyalists
17,8,3711.77,0,Potential Loyalists
37,2,328.79,0,Potential Loyalists
18,2,238.85,0,Potential Loyalists
186,2,160.71,3,At Risk/Lost
51,1,110.8,0,Potential Loyalists
3,12,2974.65,0,Potential Loyalists
136,5,712.24,0,Potential Loyalists
3,27,15488.21,2,Champions
18,1,297.0,0,Potential Loyalists
15,5,1438.85,0,Potential Loyalists
40,8,977.21,0,Potential Loyalists
11,8,3165.36,0,Potential Loyalists
7,4,810.2,0,Potential Loyalists
25,2,68.84,0,Potential Loyalists
66,4,1173.12,0,Potential Loyalists
40,3,895.13,0,Potential Loyalists
100,1,230.53,0,Potential Loyalists
4,15,3812.64,2,Champions
276,2,149.64,3,At Risk/Lost
32,1,354.09000000000003,0,Potential Loyalists
14,2,360.93,0,Potential Loyalists
63,7,4078.88,0,Potential Loyalists
1,2,493.28,0,Potential Loyalists
368,1,343.28000000000003,3,At Risk/Lost
311,5,501.39,3,At Risk/Lost
198,4,516.36,3,At Risk/Lost
1,2,396.48,0,Potential Loyalists
92,3,379.35,0,Potential Loyalists
59,1,181.09,0,Potential Loyalists
80,1,168.31,0,Potential Loyalists
156,2,446.87,3,At Risk/Lost
226,1,524.52,3,At Risk/Lost
252,2,263.55,3,At Risk/Lost
149,1,179.17,3,At Risk/Lost
193,2,111.55,3,At Risk/Lost
0,5,1388.88,0,Potential Loyalists
368,1,56.25,3,At Risk/Lost
23,1,351.11,0,Potential Loyalists
16,3,363.88,0,Potential Loyalists
9,7,5126.76,0,Potential Loyalists
7,1,164.68,0,Potential Loyalists
19,7,1567.69,0,Potential Loyalists
3,3,967.45,0,Potential Loyalists
173,1,191.94,3,At Risk/Lost
0,8,1232.18,0,Potential Loyalists
177,2,264.62,3,At Risk/Lost
15,8,1528.09,0,Potential Loyalists
247,1,123.1,3,At Risk/Lost
190,2,334.23,3,At Risk/Lost
19,2,639.89,0,Potential Loyalists
153,4,167.5,3,At Risk/Lost
172,1,336.03000000000003,3,At Risk/Lost
372,1,369.5,3,At Risk/Lost
372,1,127.08,3,At Risk/Lost
193,1,207.15,3,At Risk/Lost
66,1,426.63,0,Potential Loyalists
3,8,2495.87,0,Potential Loyalists
20,3,1107.46,0,Potential Loyalists
238,2,416.86,3,At Risk/Lost
63,1,145.35,0,Potential Loyalists
111,5,404.58,0,Potential Loyalists
89,14,4703.81,0,Potential Loyalists
310,1,35.8,3,At Risk/Lost
133,1,337.44,3,At Risk/Lost
276,1,325.1,3,At Risk/Lost
364,1,181.0,3,At Risk/Lost
82,1,1708.24,0,Potential Loyalists
7,2,955.24,0,Potential Loyalists
16,2,364.72,0,Potential Loyalists
31,4,1765.51,0,Potential Loyalists
8,2,708.22,0,Potential Loyalists
33,4,806.57,0,Potential Loyalists
14,8,1659.38,0,Potential Loyalists
23,14,4416.26,2,Champions
31,1,428.89,0,Potential Loyalists
73,1,104.35,0,Potential Loyalists
19,2,470.76,0,Potential Loyalists
16,4,845.64,0,Potential Loyalists
22,2,418.83,0,Potential Loyalists
2,3,666.1,0,Potential Loyalists
303,1,314.1,3,At Risk/Lost
17,11,3218.85,0,Potential Loyalists
366,1,307.82000000000005,3,At Risk/Lost
38,7,3442.15,0,Potential Loyalists
83,1,371.01,0,Potential Loyalists
164,2,430.94,3,At Risk/Lost
16,2,914.33,0,Potential Loyalists
76,1,1098.78,0,Potential Loyalists
88,3,2295.18,0,Potential Loyalists
24,8,3408.48,0,Potential Loyalists
21,4,1475.02,0,Potential Loyalists
2,10,2624.07,0,Potential Loyalists
122,2,1037.42,0,Potential Loyalists
29,1,168.12,0,Potential Loyalists
11,6,1097.94,0,Potential Loyalists
18,1,158.03,0,Potential Loyalists
43,2,792.11,0,Potential Loyalists
3,1,41.99,0,Potential Loyalists
8,7,2797.57,0,Potential Loyalists
54,1,427.07,0,Potential Loyalists
87,6,1060.68,0,Potential Loyalists
36,5,3089.97,0,Potential Loyalists
29,5,2735.37,0,Potential Loyalists
11,4,615.39,0,Potential Loyalists
210,1,101.4,3,At Risk/Lost
47,4,1701.94,0,Potential Loyalists
23,3,478.78,0,Potential Loyalists
21,4,992.71,0,Potential Loyalists
245,3,407.5,3,At Risk/Lost
7,16,3362.71,2,Champions
34,3,1415.29,0,Potential Loyalists
3,32,16100.62,2,Champions
37,3,662.38,0,Potential Loyalists
3,3,620.0699999999999,0,Potential Loyalists
2,8,1508.76,0,Potential Loyalists
46,1,211.88,0,Potential Loyalists
38,2,408.9,0,Potential Loyalists
46,9,3786.24,0,Potential Loyalists
16,3,851.01,0,Potential Loyalists
259,1,628.28,3,At Risk/Lost
45,3,719.81,0,Potential Loyalists
11,1,251.24,0,Potential Loyalists
29,1,439.66,0,Potential Loyalists
42,1,236.09,0,Potential Loyalists
136,4,380.22,0,Potential Loyalists
38,50,23042.19,2,Champions
309,1,331.24,3,At Risk/Lost
91,2,548.94,0,Potential Loyalists
5,20,8816.4,2,Champions
195,3,437.7,3,At Risk/Lost
86,2,728.6800000000001,0,Potential Loyalists
269,3,855.02,3,At Risk/Lost
7,3,471.78,0,Potential Loyalists
64,3,1313.55,0,Potential Loyalists
140,2,1487.0,3,At Risk/Lost
21,5,1197.27,0,Potential Loyalists
37,4,773.99,0,Potential Loyalists
119,4,1340.7,0,Potential Loyalists
372,2,256.44,3,At Risk/Lost
39,3,1111.79,0,Potential Loyalists
173,1,129.26,3,At Risk/Lost
53,1,362.06,0,Potential Loyalists
32,2,1252.75,0,Potential Loyalists
144,1,783.9,3,At Risk/Lost
220,1,134.8,3,At Risk/Lost
44,1,664.85,0,Potential Loyalists
15,7,2263.12,0,Potential Loyalists
65,6,1459.86,0,Potential Loyalists
9,4,1153.62,0,Potential Loyalists
259,1,335.32,3,At Risk/Lost
364,1,372.09,3,At Risk/Lost
16,5,1418.19,0,Potential Loyalists
21,2,852.15,0,Potential Loyalists
44,1,326.24,0,Potential Loyalists
287,1,584.3199999999999,3,At Risk/Lost
296,1,122.4,3,At Risk/Lost
2,10,2234.73,0,Potential Loyalists
283,1,79.2,3,At Risk/Lost
16,3,893.6,0,Potential Loyalists
81,2,217.16,0,Potential Loyalists
55,5,2806.9,0,Potential Loyalists
100,2,1317.62,0,Potential Loyalists
298,1,436.18,3,At Risk/Lost
22,5,981.51,0,Potential Loyalists
58,5,1121.39,0,Potential Loyalists
154,2,315.06,3,At Risk/Lost
114,3,817.86,0,Potential Loyalists
106,1,17.0,3,At Risk/Lost
11,4,1078.23,0,Potential Loyalists
263,1,320.62,3,At Risk/Lost
239,1,185.05,3,At Risk/Lost
87,7,2005.63,0,Potential Loyalists
49,3,731.9,0,Potential Loyalists
70,1,1290.7,0,Potential Loyalists
41,3,1842.14,0,Potential Loyalists
6,6,1429.64,0,Potential Loyalists
61,1,302.36,0,Potential Loyalists
248,1,336.96,3,At Risk/Lost
65,1,108.38,0,Potential Loyalists
17,7,2774.56,0,Potential Loyalists
84,1,842.5,0,Potential Loyalists
218,2,551.4,3,At Risk/Lost
44,3,1337.48,0,Potential Loyalists
142,4,143.9,3,At Risk/Lost
182,1,161.38,3,At Risk/Lost
170,1,135.75000000000003,3,At Risk/Lost
9,8,1667.97,0,Potential Loyalists
211,1,612.78,3,At Risk/Lost
189,1,232.21,3,At Risk/Lost
7,2,423.36,0,Potential Loyalists
58,4,1309.14,0,Potential Loyalists
56,2,867.11,0,Potential Loyalists
72,4,559.62,0,Potential Loyalists
51,1,307.78,0,Potential Loyalists
316,1,249.0,3,At Risk/Lost
366,1,289.35,3,At Risk/Lost
28,4,6287.77,0,Potential Loyalists
38,1,656.25,0,Potential Loyalists
17,5,1880.22,0,Potential Loyalists
51,6,3506.54,0,Potential Loyalists
3,33,12318.64,2,Champions
21,2,618.09,0,Potential Loyalists
262,1,517.55,3,At Risk/Lost
59,3,709.38,0,Potential Loyalists
18,3,635.41,0,Potential Loyalists
65,2,542.3,0,Potential Loyalists
87,1,620.4,0,Potential Loyalists
249,1,535.34,3,At Risk/Lost
2,6,2424.94,0,Potential Loyalists
246,1,175.2,3,At Risk/Lost
8,11,3799.49,0,Potential Loyalists
156,3,734.13,3,At Risk/Lost
133,1,375.0,3,At Risk/Lost
295,1,76.32000000000001,3,At Risk/Lost
4,2,280.52,0,Potential Loyalists
42,5,2053.02,0,Potential Loyalists
268,1,1829.04,3,At Risk/Lost
49,5,1824.23,0,Potential Loyalists
8,9,3122.04,0,Potential Loyalists
15,3,656.69,0,Potential Loyalists
281,1,348.2,3,At Risk/Lost
64,2,732.96,0,Potential Loyalists
1,19,5575.56,2,Champions
251,1,37.4,3,At Risk/Lost
231,2,856.6,3,At Risk/Lost
16,3,822.48,0,Potential Loyalists
10,26,3277.84,2,Champions
7,4,1822.97,0,Potential Loyalists
50,6,1885.05,0,Potential Loyalists
58,1,73.2,0,Potential Loyalists
94,5,1140.21,0,Potential Loyalists
15,6,1418.32,0,Potential Loyalists
125,3,551.95,0,Potential Loyalists
93,4,1037.59,0,Potential Loyalists
49,1,331.95,0,Potential Loyalists
137,1,197.9,3,At Risk/Lost
60,1,215.83,0,Potential Loyalists
99,8,10254.18,2,Champions
72,1,305.54,0,Potential Loyalists
71,4,1538.65,0,Potential Loyalists
66,1,338.71000000000004,0,Potential Loyalists
63,6,1158.79,0,Potential Loyalists
16,2,529.41,0,Potential Loyalists
22,12,4006.94,0,Potential Loyalists
31,15,6911.4400000000005,2,Champions
44,4,981.86,0,Potential Loyalists
15,2,215.48,0,Potential Loyalists
39,1,215.08,0,Potential Loyalists
2,12,4609.32,2,Champions
236,1,314.45,3,At Risk/Lost
74,1,400.681,0,Potential Loyalists
3,2,1080.62,0,Potential Loyalists
2,4,1863.47,0,Potential Loyalists
360,1,365.27,3,At Risk/Lost
58,4,592.9,0,Potential Loyalists
22,1,405.71,0,Potential Loyalists
30,4,761.38,0,Potential Loyalists
54,4,537.0600000000001,0,Potential Loyalists
24,1,394.38,0,Potential Loyalists
44,2,664.26,0,Potential Loyalists
88,5,903.98,0,Potential Loyalists
1,18,5706.38,2,Champions
88,1,547.02,0,Potential Loyalists
18,2,690.34,0,Potential Loyalists
78,1,159.0,0,Potential Loyalists
170,3,1062.75,3,At Risk/Lost
80,1,242.35,0,Potential Loyalists
266,1,914.93,3,At Risk/Lost
234,2,304.25,3,At Risk/Lost
29,7,3084.68,0,Potential Loyalists
36,3,864.86,0,Potential Loyalists
317,1,846.72,3,At Risk/Lost
56,4,1295.3,0,Potential Loyalists
44,5,1096.32,0,Potential Loyalists
202,3,255.12,3,At Risk/Lost
224,1,314.22,3,At Risk/Lost
86,2,1010.6,0,Potential Loyalists
189,2,542.03,3,At Risk/Lost
43,4,990.88,0,Potential Loyalists
70,3,536.6800000000001,0,Potential Loyalists
40,5,867.31,0,Potential Loyalists
77,1,432.2,0,Potential Loyalists
56,2,414.2,0,Potential Loyalists
23,2,3718.8,0,Potential Loyalists
9,13,2607.87,0,Potential Loyalists
7,7,3603.21,0,Potential Loyalists
33,2,409.1,0,Potential Loyalists
211,2,1522.75,3,At Risk/Lost
23,3,1413.66,0,Potential Loyalists
169,1,114.56,3,At Risk/Lost
61,1,152.94,0,Potential Loyalists
52,5,1800.07,0,Potential Loyalists
260,2,389.44,3,At Risk/Lost
66,2,3683.86,0,Potential Loyalists
16,8,2619.91,0,Potential Loyalists
266,1,752.4300000000001,3,At Risk/Lost
176,1,46.95,3,At Risk/Lost
44,5,4800.31,0,Potential Loyalists
50,1,1035.45,0,Potential Loyalists
16,4,746.83,0,Potential Loyalists
8,9,5447.0,2,Champions
73,7,861.89,0,Potential Loyalists
70,2,667.65,0,Potential Loyalists
352,1,1141.24,3,At Risk/Lost
2,5,1429.24,0,Potential Loyalists
116,1,411.7,3,At Risk/Lost
372,1,357.95,3,At Risk/Lost
196,1,559.87,3,At Risk/Lost
176,1,277.8,3,At Risk/Lost
99,1,566.38,0,Potential Loyalists
20,3,1509.58,0,Potential Loyalists
71,1,1756.78,0,Potential Loyalists
339,1,168.3,3,At Risk/Lost
5,5,1570.81,0,Potential Loyalists
30,2,823.97,0,Potential Loyalists
169,1,125.22,3,At Risk/Lost
121,1,302.25,3,At Risk/Lost
21,10,2248.99,0,Potential Loyalists
9,4,1328.55,0,Potential Loyalists
268,1,301.9,3,At Risk/Lost
22,3,598.2,0,Potential Loyalists
126,1,233.22,3,At Risk/Lost
25,3,5360.63,0,Potential Loyalists
138,1,361.22,3,At Risk/Lost
213,6,632.27,3,At Risk/Lost
105,2,706.57,0,Potential Loyalists
17,2,616.26,0,Potential Loyalists
2,2,274.15000000000003,0,Potential Loyalists
330,1,226.37,3,At Risk/Lost
63,8,2938.91,0,Potential Loyalists
119,3,1341.65,0,Potential Loyalists
34,1,328.15,0,Potential Loyalists
217,1,404.4,3,At Risk/Lost
171,2,1038.46,3,At Risk/Lost
71,5,373.65,0,Potential Loyalists
0,2,326.75,0,Potential Loyalists
195,1,207.50000000000003,3,At Risk/Lost
127,3,428.68,0,Potential Loyalists
46,3,594.24,0,Potential Loyalists
5,14,3110.96,2,Champions
13,6,3844.22,0,Potential Loyalists
17,3,251.91,0,Potential Loyalists
27,7,1593.2,0,Potential Loyalists
